INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (1, 'Raihan Gunarto', 'Teknik Industri', 422474921250001, 'raihangunarto@gmail.com', '4654 Bernhard Terrace', 'P', '2022-04-30');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (98, 'Tri Maharani', 'Teknik Industri', 422474921250098, 'trimaharani@gmail.com', '74202 Dolores Camp', 'P', '2020-12-05');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (99, 'Daruna Nugroho', 'Sistem Informasi', 422474921250099, 'darunanugroho@gmail.com', '5262 Waskita Coves', 'L', '2021-10-04');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (100, 'Gasti Laksmiwati', 'Biomedik', 422474921250100, 'gastilaksmiwati@gmail.com', '1951 Abimanyu Square', 'P', '2022-10-14');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (101, 'Padma Wahyuni', 'Biomedik', 422474921250101, 'padmawahyuni@gmail.com', '355 Bagaskara Prairie', 'P', '2022-09-11');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (103, 'Ganesha Widiastuti', 'Teknik Industri', 422474921250103, 'ganeshawidiastuti@gmail.com', '1573 Melani Manors', 'P', '2022-07-20');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (104, 'Fathonah Hastuti', 'Teknik Industri', 422474921250104, 'fathonahhastuti@gmail.com', '459 Sharon Court', 'L', '2021-09-23');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (102, 'Latif Prasasta', 'Psikologi', 422474921250102, 'latifprasasta@gmail.com', '87382 Danny Forks', 'P', '2021-03-18');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (105, 'Alika Suryatmi M.M.', 'Teknik Elektro', 422474921250105, 'alikasuryatmim.m.@gmail.com', '1833 Halim Ports', 'L', '2022-06-06');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (106, 'Damar Yanuar M.Farm', 'Teknik Industri', 422474921250106, 'damaryanuarm.farm@gmail.com', '653 Widiastuti Crossroad', 'L', '2021-10-16');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (107, 'Tina Zahrah M.M.', 'Teknik Industri', 422474921250107, 'tinazahrahm.m.@gmail.com', '7868 Emmanuelle Forges', 'L', '2022-02-21');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (108, 'Prasetya Setiawan', 'Teknik Elektro', 422474921250108, 'prasetyasetiawan@gmail.com', '28265 Usamah Plaza', 'P', '2022-01-24');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (109, 'Febi Nurlaela', 'Teknik Elektro', 422474921250109, 'febinurlaela@gmail.com', '981 Carrie Plain', 'L', '2021-09-07');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (110, 'Bakidin Prakasa', 'Kedokteran', 422474921250110, 'bakidinprakasa@gmail.com', '7749 Angeline Glens', 'P', '2022-02-08');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (111, 'Fitria Anjani', 'Sistem Informasi', 422474921250111, 'fitriaanjani@gmail.com', '3262 Malika Roads', 'P', '2021-11-09');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (112, 'Dalima Febrianti', 'Manajemen', 422474921250112, 'dalimafebrianti@gmail.com', '139 Aurelia Ville', 'L', '2022-02-22');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (113, 'Ria Nuraini', 'Kedokteran', 422474921250113, 'rianuraini@gmail.com', '58424 Zetta Rue', 'P', '2022-05-26');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (114, 'Paramita Aurelia S.T.', 'Teknik Informatika', 422474921250114, 'paramitaaurelias.t.@gmail.com', '903 Nathania Points', 'L', '2022-05-23');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (115, 'Syahrini Jelita', 'Manajemen', 422474921250115, 'syahrinijelita@gmail.com', '485 Otilia Radial', 'P', '2021-10-21');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (116, 'Gaiman Siregar', 'Kedokteran', 422474921250116, 'gaimansiregar@gmail.com', '48843 Leda Ports', 'L', '2022-08-12');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (117, 'Jane Sudiati', 'Kedokteran', 422474921250117, 'janesudiati@gmail.com', '7284 Tess Mill', 'L', '2022-08-04');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (118, 'Linda Putri', 'Manajemen', 422474921250118, 'lindaputri@gmail.com', '17623 Purnama Forge', 'L', '2022-11-17');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (119, 'Darsirah Marpaung', 'Teknik Elektro', 422474921250119, 'darsirahmarpaung@gmail.com', '1269 Fay Locks', 'P', '2022-07-27');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (120, 'Humaira Nathania M.Farm', 'Sistem Informasi', 422474921250120, 'humairanathaniam.farm@gmail.com', '20636 Marbun Lodge', 'P', '2022-04-29');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (121, 'Tami Puspita', 'Biomedik', 422474921250121, 'tamipuspita@gmail.com', '577 Marshall Ridges', 'P', '2021-08-03');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (122, 'Sakti Winarno', 'Kedokteran', 422474921250122, 'saktiwinarno@gmail.com', '3042 Vladimir Cliffs', 'L', '2021-10-05');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (123, 'Malik Antoni', 'Sistem Informasi', 422474921250123, 'malikantoni@gmail.com', '255 Alysa Run', 'P', '2020-11-26');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (124, 'Sintia Uyainah M.Ak', 'Biomedik', 422474921250124, 'sintiauyainahm.ak@gmail.com', '0284 Carleton Underpass', 'L', '2022-06-07');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (125, 'Kenari Pradana', 'Sistem Informasi', 422474921250125, 'kenaripradana@gmail.com', '776 Loy Crossing', 'P', '2021-10-14');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (126, 'Jaya Natsir', 'Manajemen', 422474921250126, 'jayanatsir@gmail.com', '196 Napitupulu Mountains', 'L', '2022-02-14');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (127, 'Indira Puspasari', 'Teknik Industri', 422474921250127, 'indirapuspasari@gmail.com', '0948 Oktavian Way', 'P', '2021-07-25');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (128, 'Adhiarja Yanuar', 'Sistem Informasi', 422474921250128, 'adhiarjayanuar@gmail.com', '230 Haryanti Meadow', 'L', '2022-06-30');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (129, 'Cornelia Harini', 'Teknik Mesin', 422474921250129, 'corneliaharini@gmail.com', '42729 Suryatmi Points', 'L', '2021-12-10');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (130, 'Bagya Setiawan S.Farm', 'Teknik Industri', 422474921250130, 'bagyasetiawans.farm@gmail.com', '90450 Allie Parks', 'P', '2021-07-10');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (131, 'Qori Saraswati S.Ked', 'Kedokteran', 422474921250131, 'qorisaraswatis.ked@gmail.com', '837 Lee Path', 'P', '2022-04-13');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (132, 'Rafi Prasasta', 'Teknik Mesin', 422474921250132, 'rafiprasasta@gmail.com', '267 Mahardika Mission', 'L', '2021-07-09');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (133, 'Ami Susanti', 'Teknik Elektro', 422474921250133, 'amisusanti@gmail.com', '525 Agustian Forest', 'L', '2022-11-14');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (134, 'Nur Puspasari S.T.', 'Biomedik', 422474921250134, 'nurpuspasaris.t.@gmail.com', '6144 Iswahyudi Haven', 'L', '2021-12-31');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (137, 'Tri Hidayat', 'Psikologi', 422474921250137, 'trihidayat@gmail.com', '6460 Kaitlyn Ports', 'L', '2021-05-27');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (135, 'Oliva Yuliarti', 'Psikologi', 422474921250135, 'olivayuliarti@gmail.com', '537 Alisa Mount', 'P', '2021-09-08');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (136, 'Irwan Utama', 'Psikologi', 422474921250136, 'irwanutama@gmail.com', '162 Kasandra Locks', 'L', '2021-01-19');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (138, 'Anggun Uyainah', 'Teknik Informatika', 422474921250138, 'anggunuyainah@gmail.com', '92541 Eduardo Valleys', 'L', '2021-10-03');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (139, 'Titin Mustika', 'Teknik Elektro', 422474921250139, 'titinmustika@gmail.com', '26523 Febian Fields', 'L', '2021-12-13');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (140, 'Ophelia Amanta', 'Kedokteran', 422474921250140, 'opheliaamanta@gmail.com', '4323 Jarrett Vista', 'L', '2021-11-11');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (141, 'Parman Abimanyu', 'Manajemen', 422474921250141, 'parmanabimanyu@gmail.com', '44303 Tamba Fords', 'L', '2021-12-29');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (143, 'Wulandari Nuraini', 'Teknik Informatika', 422474921250143, 'wulandarinuraini@gmail.com', '288 Freddy Expressway', 'P', '2021-07-23');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (142, 'Paulin Mardhiyah', 'Teknik Industri', 422474921250142, 'paulinmardhiyah@gmail.com', '32321 Kuswoyo Cove', 'L', '2021-03-14');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (144, 'Kiandra Rahimah', 'Kedokteran', 422474921250144, 'kiandrarahimah@gmail.com', '92414 Rosetta Lights', 'L', '2021-06-18');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (145, 'Jessica Melani S.Psi', 'Psikologi', 422474921250145, 'jessicamelanis.psi@gmail.com', '1412 Santoso Station', 'L', '2021-02-01');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (146, 'Kawaca Wibowo', 'Teknik Industri', 422474921250146, 'kawacawibowo@gmail.com', '411 Ramadhani Square', 'P', '2021-07-01');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (147, 'Irfan Ahmad M.Kom.', 'Teknik Industri', 422474921250147, 'irfanahmadm.kom.@gmail.com', '1071 Padmasari Islands', 'P', '2022-10-22');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (148, 'Mila Lailasari', 'Manajemen', 422474921250148, 'milalailasari@gmail.com', '84130 Puspita Squares', 'L', '2020-12-20');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (150, 'Gada Ardianto', 'Kedokteran', 422474921250150, 'gadaardianto@gmail.com', '530 Tad Station', 'L', '2021-11-10');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (151, 'Hardana Darmawan', 'Teknik Elektro', 422474921250151, 'hardanadarmawan@gmail.com', '5936 Perdana Row', 'P', '2022-01-13');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (152, 'Rendy Arifin', 'Teknik Elektro', 422474921250152, 'rendyarifin@gmail.com', '7169 Jacquelyn Springs', 'P', '2022-10-27');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (153, 'Jinawi Hutasoit', 'Manajemen', 422474921250153, 'jinawihutasoit@gmail.com', '6011 Handoko Hill', 'P', '2022-01-07');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (154, 'Lukman Saragih', 'Teknik Mesin', 422474921250154, 'lukmansaragih@gmail.com', '1494 Prasetyo Avenue', 'P', '2021-12-18');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (155, 'Wani Hariyah S.IP', 'Teknik Industri', 422474921250155, 'wanihariyahs.ip@gmail.com', '605 Fujiati Hill', 'P', '2022-10-06');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (149, 'Kamidin Tarihoran', 'Teknik Informatika', 422474921250149, 'kamidintarihoran@gmail.com', '61580 Rahayu Coves', 'P', '2021-07-23');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (157, 'Bakiadi Satria', 'Psikologi', 422474921250157, 'bakiadisatria@gmail.com', '38288 Winarsih Pike', 'L', '2022-11-06');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (156, 'Banawi Mahardika', 'Biomedik', 422474921250156, 'banawimahardika@gmail.com', '529 Hasanah Course', 'L', '2021-08-29');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (158, 'Pangestu Mahardika', 'Biomedik', 422474921250158, 'pangestumahardika@gmail.com', '88629 Halimah Unions', 'L', '2021-04-20');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (159, 'Jamal Sitompul', 'Teknik Informatika', 422474921250159, 'jamalsitompul@gmail.com', '32834 Vickie Run', 'L', '2022-05-14');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (160, 'Ika Nuraini', 'Sistem Informasi', 422474921250160, 'ikanuraini@gmail.com', '73050 Ambrose Village', 'L', '2022-08-05');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (161, 'Saka Tamba S.Psi', 'Manajemen', 422474921250161, 'sakatambas.psi@gmail.com', '613 Lestari Isle', 'L', '2021-04-11');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (162, 'Vivi Anjani', 'Teknik Mesin', 422474921250162, 'vivianjani@gmail.com', '15585 Hassan Streets', 'L', '2021-08-24');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (163, 'Okto Saragih', 'Sistem Informasi', 422474921250163, 'oktosaragih@gmail.com', '52903 Darwin Squares', 'L', '2021-12-14');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (164, 'Linda Mardhiyah S.Kom', 'Psikologi', 422474921250164, 'lindamardhiyahs.kom@gmail.com', '392 Megantara Ranch', 'P', '2021-07-24');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (165, 'Wardaya Ahmad', 'Kedokteran', 422474921250165, 'wardayaahmad@gmail.com', '586 Arianna Squares', 'P', '2021-04-19');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (166, 'Sabri Nugroho', 'Biomedik', 422474921250166, 'sabrinugroho@gmail.com', '7110 Yulianti Viaduct', 'P', '2022-07-07');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (167, 'Galak Santoso', 'Teknik Industri', 422474921250167, 'galaksantoso@gmail.com', '88690 Mansur Streets', 'L', '2021-08-15');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (168, 'Janet Kusmawati', 'Manajemen', 422474921250168, 'janetkusmawati@gmail.com', '17781 Nainggolan Field', 'L', '2021-10-02');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (170, 'Ilyas Napitupulu', 'Kedokteran', 422474921250170, 'ilyasnapitupulu@gmail.com', '53864 Febrianti Mount', 'P', '2021-02-10');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (171, 'Kamila Maheswari', 'Teknik Mesin', 422474921250171, 'kamilamaheswari@gmail.com', '10065 Kadin Place', 'P', '2021-02-22');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (172, 'Bakianto Putra', 'Psikologi', 422474921250172, 'bakiantoputra@gmail.com', '1057 Jelita Valley', 'P', '2022-05-01');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (169, 'Bakidin Syahreza', 'Biomedik', 422474921250169, 'bakidinsyahreza@gmail.com', '60826 Geraldine Drive', 'L', '2022-02-01');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (173, 'Nabila Yolanda S.Gz', 'Teknik Elektro', 422474921250173, 'nabilayolandas.gz@gmail.com', '10262 Yoshiko Flats', 'P', '2021-05-06');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (174, 'Ilsa Maharani S.Pd', 'Teknik Industri', 422474921250174, 'ilsamaharanis.pd@gmail.com', '142 Alexie Road', 'L', '2021-04-27');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (175, 'Artanto Sabian', 'Teknik Industri', 422474921250175, 'artantosabian@gmail.com', '0664 Melinda Trafficway', 'L', '2022-04-21');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (176, 'Rahman Prasetyo', 'Teknik Elektro', 422474921250176, 'rahmanprasetyo@gmail.com', '40999 Kendrick Mountains', 'L', '2021-09-13');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (177, 'Putri Wijayanti S.H.', 'Kedokteran', 422474921250177, 'putriwijayantis.h.@gmail.com', '42599 Phoebe Fork', 'L', '2022-07-30');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (178, 'Luwar Utama S.Pt', 'Sistem Informasi', 422474921250178, 'luwarutamas.pt@gmail.com', '165 Anjani Cliff', 'L', '2022-05-24');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (179, 'Kurnia Habibi M.Kom.', 'Teknik Industri', 422474921250179, 'kurniahabibim.kom.@gmail.com', '70448 Purnama Ramp', 'P', '2022-09-19');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (180, 'Mursita Airlangga', 'Teknik Industri', 422474921250180, 'mursitaairlangga@gmail.com', '0291 Pradana Mountains', 'P', '2021-10-06');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (181, 'Kuncara Handoko', 'Teknik Informatika', 422474921250181, 'kuncarahandoko@gmail.com', '5520 Kieran Creek', 'P', '2021-01-16');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (182, 'Ifa Andriani', 'Psikologi', 422474921250182, 'ifaandriani@gmail.com', '0689 Ardiyanti Parks', 'L', '2021-12-23');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (183, 'Kala Natsir', 'Teknik Elektro', 422474921250183, 'kalanatsir@gmail.com', '271 Manullang Prairie', 'P', '2021-02-27');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (184, 'Banara Sudrajat', 'Psikologi', 422474921250184, 'banarasudrajat@gmail.com', '700 Claudie Trafficway', 'L', '2022-05-26');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (185, 'Eko Hutagalung', 'Biomedik', 422474921250185, 'ekohutagalung@gmail.com', '5663 Santoso Knoll', 'P', '2022-02-03');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (186, 'Lili Usada', 'Sistem Informasi', 422474921250186, 'liliusada@gmail.com', '18012 Wastuti Course', 'L', '2022-02-09');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (187, 'Argono Jailani', 'Kedokteran', 422474921250187, 'argonojailani@gmail.com', '157 Perdana Spurs', 'P', '2022-01-11');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (188, 'Raina Anandya', 'Psikologi', 422474921250188, 'rainaanandya@gmail.com', '771 Holly Groves', 'L', '2021-06-17');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (189, 'Elon Hidayat', 'Manajemen', 422474921250189, 'elonhidayat@gmail.com', '780 Patsy Corners', 'P', '2022-05-27');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (190, 'Parman Sirait', 'Biomedik', 422474921250190, 'parmansirait@gmail.com', '8760 Puspasari Lakes', 'L', '2021-05-31');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (191, 'Elisa Aryanti', 'Teknik Mesin', 422474921250191, 'elisaaryanti@gmail.com', '64725 Prastuti Shores', 'L', '2022-04-28');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (192, 'Abyasa Antoni', 'Sistem Informasi', 422474921250192, 'abyasaantoni@gmail.com', '16875 Anjani Track', 'P', '2022-11-08');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (194, 'Ganda Yudhistira', 'Psikologi', 422474921250194, 'gandayudhistira@gmail.com', '31280 Mahestri Roads', 'L', '2021-04-11');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (193, 'Lutfan Situmorang S.Sos', 'Teknik Informatika', 422474921250193, 'lutfansitumorangs.sos@gmail.com', '13045 Shanny Squares', 'P', '2021-09-02');
